city,high,low,measurement,midnight,pollutant,site,year
Amsterdam,51.35718231687844,30.504696128729286,µg/m3,38.91685082497238,NO2,STA-NL00007,2016.0
Amsterdam,36.48114753729509,27.391803275163934,µg/m3,33.39808742795082,NO2,STA-NL00012,2016.0
Amsterdam,23.837921344578657,21.06929577115493,µg/m3,24.68309858797183,NO2,STA-NL00014,2016.0
Amsterdam,37.9945355151093,28.841758237857142,µg/m3,34.16428570994506,NO2,STA-NL00017,2016.0
Amsterdam,29.640281686366198,25.629943499604522,µg/m3,29.65098591222535,NO2,STA-NL00019,2016.0
Amsterdam,42.08126721413223,29.92644627746557,µg/m3,35.712947654738294,NO2,STA-NL00020,2016.0
Amsterdam,21.01559888225627,19.145786513230338,µg/m3,22.16657303002809,NO2,STA-NL00021,2016.0
Amsterdam,19.876795576187845,19.378453035027626,µg/m3,22.548066294392264,NO2,STA-NL00022,2016.0
Amsterdam,20.789910975311575,23.20207714759644,µg/m3,25.641246286676562,NO2,STA-NL00701,2016.0
Amsterdam,51.326170794986226,35.94862636994506,µg/m3,44.31236263354396,NO2,STA-NL00002,2017.0
Amsterdam,23.147091408891967,21.31080332066482,µg/m3,23.626869803019392,NO2,STA-NL00003,2017.0
Amsterdam,45.065833329305555,29.026966288342695,µg/m3,35.67843136859945,NO2,STA-NL00007,2017.0
Amsterdam,35.14472221844444,26.741160217569064,µg/m3,31.402486183977903,NO2,STA-NL00012,2017.0
Amsterdam,24.587569057016577,20.812154693093923,µg/m3,23.920718228232047,NO2,STA-NL00014,2017.0
Amsterdam,36.549299716442576,27.642134828174154,µg/m3,32.75826330140056,NO2,STA-NL00017,2017.0
Amsterdam,29.104670325824184,25.135342462246577,µg/m3,28.821917804684936,NO2,STA-NL00019,2017.0
Amsterdam,44.515745852845306,31.47768594652893,µg/m3,36.64765839862259,NO2,STA-NL00020,2017.0
Amsterdam,21.968055552,18.358543413837538,µg/m3,21.816526606862748,NO2,STA-NL00021,2017.0
Amsterdam,20.112154692430938,19.119889499281772,µg/m3,22.079005521906076,NO2,STA-NL00022,2017.0
Amsterdam,19.851404490758426,21.71899440986034,µg/m3,22.23854748243017,NO2,STA-NL00701,2017.0
Amsterdam,40.810526311939064,30.32458100167598,µg/m3,36.584357538072624,NO2,STA-NL00002,2018.0
Amsterdam,20.6591780790137,18.726849311178086,µg/m3,21.455219776181316,NO2,STA-NL00003,2018.0
Amsterdam,46.95955055761237,29.12606231898017,µg/m3,36.83597733339943,NO2,STA-NL00007,2018.0
Amsterdam,35.79890109516484,25.8818681285989,µg/m3,30.6909340620055,NO2,STA-NL00012,2018.0
Amsterdam,21.46398891587258,19.95429362526316,µg/m3,22.61499999652778,NO2,STA-NL00014,2018.0
Amsterdam,35.363055551722226,26.166942144820936,µg/m3,30.55509641509642,NO2,STA-NL00017,2018.0
Amsterdam,28.12576176903047,23.276177281634347,µg/m3,27.598888885194448,NO2,STA-NL00019,2018.0
Amsterdam,41.24657533846575,29.09726027008219,µg/m3,34.25027472173077,NO2,STA-NL00020,2018.0
Amsterdam,19.3999999967507,16.995156691709404,µg/m3,19.78376811226087,NO2,STA-NL00021,2018.0
Amsterdam,18.740555551944446,19.541340778659215,µg/m3,21.742896932451256,NO2,STA-NL00022,2018.0
Amsterdam,19.097534243260274,19.919780216236266,µg/m3,21.943406589835167,NO2,STA-NL00701,2018.0
Milano,,,µg/m3,30.843077332450143,PM10,STA.IT0524A,2016.0
Milano,,,µg/m3,33.82424382331445,PM10,STA.IT0705A,2016.0
Milano,,,µg/m3,34.28575494048433,PM10,STA.IT0706A,2016.0
Milano,,,µg/m3,35.23654386747876,PM10,STA.IT1016A,2016.0
Milano,,,µg/m3,30.107756319529088,PM10,STA.IT1650A,2016.0
Milano,,,µg/m3,38.1199233220354,PM10,STA.IT1692A,2016.0
Milano,,,µg/m3,34.91313437985074,PM10,STA.IT1743A,2016.0
Milano,,,µg/m3,39.06919840721518,PM10,STA.IT2098A,2016.0
Milano,,,µg/m3,34.06390595177177,PM10,STA.IT0524A,2017.0
Milano,,,µg/m3,38.4811480270986,PM10,STA.IT0705A,2017.0
Milano,,,µg/m3,38.79632757971751,PM10,STA.IT0706A,2017.0
Milano,,,µg/m3,40.37219097797753,PM10,STA.IT1016A,2017.0
Milano,,,µg/m3,34.5921786677095,PM10,STA.IT1650A,2017.0
Milano,,,µg/m3,40.3853635729394,PM10,STA.IT1692A,2017.0
Milano,,,µg/m3,39.29971430611429,PM10,STA.IT1743A,2017.0
Milano,,,µg/m3,32.529062572437496,PM10,STA.IT2098A,2017.0
Milano,,,µg/m3,35.34295098816156,PM10,STA.IT0477A,2018.0
Milano,,,µg/m3,33.43057253837681,PM10,STA.IT0705A,2018.0
Milano,32.11994305475783,32.11994305475783,µg/m3,32.11994305475783,PM10,STA.IT0706A,2018.0
Milano,34.270140798084505,34.270140798084505,µg/m3,34.270140798084505,PM10,STA.IT1016A,2018.0
Milano,29.18328768827397,29.18328768827397,µg/m3,29.18328768827397,PM10,STA.IT1650A,2018.0
Milano,30.75263005268786,30.75263005268786,µg/m3,30.75263005268786,PM10,STA.IT1692A,2018.0
Milano,33.276807121536145,33.276807121536145,µg/m3,33.276807121536145,PM10,STA.IT1743A,2018.0
Milano,,,µg/m3,30.874589042956522,PM10,STA.IT1792A,2018.0
Milano,29.894346290742046,29.894346290742046,µg/m3,29.894346290742046,PM10,STA.IT2098A,2018.0
Milano,,,µg/m3,25.167346965743437,PM2.5,STA.IT1016A,2016.0
Milano,,,µg/m3,22.080790966327683,PM2.5,STA.IT1650A,2016.0
Milano,,,µg/m3,28.30091173610942,PM2.5,STA.IT1692A,2016.0
Milano,,,µg/m3,28.534730614550895,PM2.5,STA.IT1743A,2016.0
Milano,,,µg/m3,28.3586626175076,PM2.5,STA.IT0480A,2017.0
Milano,,,µg/m3,26.597714291914286,PM2.5,STA.IT1016A,2017.0
Milano,,,µg/m3,23.3940000634,PM2.5,STA.IT1650A,2017.0
Milano,,,µg/m3,29.347094688715597,PM2.5,STA.IT1692A,2017.0
Milano,,,µg/m3,29.961607182232143,PM2.5,STA.IT1743A,2017.0
Milano,22.156868911405752,22.156868911405752,µg/m3,22.156868911405752,PM2.5,STA.IT0480A,2018.0
Milano,22.694084479042257,22.694084479042257,µg/m3,22.694084479042257,PM2.5,STA.IT1016A,2018.0
Milano,19.187896227463973,19.187896227463973,µg/m3,19.204624251242773,PM2.5,STA.IT1650A,2018.0
Milano,22.57728613637168,22.553823530088234,µg/m3,22.553823530088234,PM2.5,STA.IT1692A,2018.0
Milano,,,µg/m3,24.006097601646342,PM2.5,STA.IT1743A,2018.0
Milano,61.67524590436464,68.38452522086112,µg/m3,73.88650793752778,NO2,STA.IT0477A,2016.0
Milano,43.89104408934066,32.90100277737705,µg/m3,40.413772547052346,NO2,STA.IT0480A,2016.0
Milano,43.27043678260234,36.75467911621701,µg/m3,45.071131025747796,NO2,STA.IT0592A,2016.0
Milano,41.24569229470779,37.15996439954099,µg/m3,46.00876215068852,NO2,STA.IT0593A,2016.0
Milano,50.852756858028165,35.779588356846595,µg/m3,42.194311141994305,NO2,STA.IT0623A,2016.0
Milano,64.0672839567131,39.06749768783333,µg/m3,49.10644459358333,NO2,STA.IT0694A,2016.0
Milano,50.909242802132965,38.35189687366667,µg/m3,45.57069826244444,NO2,STA.IT0705A,2016.0
Milano,43.27624320930836,43.07963130777456,µg/m3,50.43006821517341,NO2,STA.IT0706A,2016.0
Milano,56.41182174661538,48.66081990872671,µg/m3,64.48423255585139,NO2,STA.IT0761A,2016.0
Milano,61.7659265069382,43.47848540266854,µg/m3,51.493492125140456,NO2,STA.IT1016A,2016.0
Milano,48.56545427307927,30.74924317541796,µg/m3,35.598982023529416,NO2,STA.IT1290A,2016.0
Milano,35.84580623799451,30.03010588662088,µg/m3,37.05015761692307,NO2,STA.IT1650A,2016.0
Milano,38.04853483996942,40.971059631697536,µg/m3,48.82917537580247,NO2,STA.IT1692A,2016.0
Milano,59.46490271942364,50.11609771334294,µg/m3,57.0771246871758,NO2,STA.IT1743A,2016.0
Milano,60.59500116480123,38.66806687399391,µg/m3,44.48288663909938,NO2,STA.IT1792A,2016.0
Milano,50.10849582921933,57.416541427712176,µg/m3,59.7881079482353,NO2,STA.IT2098A,2016.0
Milano,43.109022761536146,39.68350168945783,µg/m3,48.536908267319276,NO2,STA.IT2232A,2016.0
Milano,62.15679683729106,58.097935033025934,µg/m3,66.62611290092218,NO2,STA.IT0477A,2017.0
Milano,56.59351295034221,45.09037597747126,µg/m3,53.47066647053639,NO2,STA.IT0480A,2017.0
Milano,42.444449308938545,39.48215547941341,µg/m3,48.412154348100565,NO2,STA.IT0592A,2017.0
Milano,73.30763168997167,45.03331997862857,µg/m3,55.80816351156696,NO2,STA.IT0694A,2017.0
Milano,49.538265104832405,38.18491175455056,µg/m3,46.86100838740845,NO2,STA.IT0705A,2017.0
Milano,46.528009792,46.29710961752896,µg/m3,52.02182176791506,NO2,STA.IT0706A,2017.0
Milano,53.94665907303571,47.83224822462463,µg/m3,62.33966712873494,NO2,STA.IT0761A,2017.0
Milano,58.045487296573036,43.01195532307263,µg/m3,50.86555388175977,NO2,STA.IT1016A,2017.0
Milano,56.36735165788732,36.59541442132143,µg/m3,41.45508465570922,NO2,STA.IT1290A,2017.0
Milano,37.87786745364384,33.75689765079452,µg/m3,40.608061236904106,NO2,STA.IT1650A,2017.0
Milano,37.316297479285716,41.840313877608075,µg/m3,49.455207459827086,NO2,STA.IT1692A,2017.0
Milano,48.8360072494429,41.19057147246498,µg/m3,46.89103838565826,NO2,STA.IT1743A,2017.0
Milano,60.4129604053295,33.49749578517143,µg/m3,40.67467783346626,NO2,STA.IT1792A,2017.0
Milano,56.07235751616667,54.04541412253164,µg/m3,59.184486113028406,NO2,STA.IT2098A,2017.0
Milano,44.42998499075209,41.66177718830084,µg/m3,51.70670590735376,NO2,STA.IT2232A,2017.0
Milano,58.214316318195266,51.98018518770773,µg/m3,60.85955000195403,NO2,STA.IT0477A,2018.0
Milano,42.639774259780225,32.00117674236915,µg/m3,41.65796621688705,NO2,STA.IT0480A,2018.0
Milano,33.07918531292308,28.910530565507692,µg/m3,35.874567486564416,NO2,STA.IT0592A,2018.0
Milano,66.95245842564564,37.11250660546547,µg/m3,46.44378782508983,NO2,STA.IT0694A,2018.0
Milano,46.96298460367601,36.390015583499995,µg/m3,44.213666621406254,NO2,STA.IT0705A,2018.0
Milano,31.350594158058822,30.86247773307692,µg/m3,36.806968472544376,NO2,STA.IT0706A,2018.0
Milano,42.98838121743363,37.71771089011799,µg/m3,49.93238884551623,NO2,STA.IT0761A,2018.0
Milano,54.056704185090354,38.44162305984802,µg/m3,46.23171782560606,NO2,STA.IT1016A,2018.0
Milano,44.64079066068965,29.934228970788645,µg/m3,34.81913078145111,NO2,STA.IT1290A,2018.0
Milano,32.2606372920548,27.023368259616436,µg/m3,34.00214552515068,NO2,STA.IT1650A,2018.0
Milano,32.01711076167156,35.99533596979592,µg/m3,44.30593771406977,NO2,STA.IT1692A,2018.0
Milano,37.95920497324638,31.34566002450582,µg/m3,35.64439025831395,NO2,STA.IT1743A,2018.0
Milano,47.13464164227529,26.10876302455056,µg/m3,31.710505795899707,NO2,STA.IT1792A,2018.0
Milano,46.08904026309322,44.18290899228814,µg/m3,48.09069352504202,NO2,STA.IT2098A,2018.0
Milano,37.51549143971014,35.036718912283234,µg/m3,44.34447569260116,NO2,STA.IT2232A,2018.0
Paris,17.84205796768116,19.702091687191974,µg/m3,21.125501429226365,PM10,STA-FR04002,2016.0
Paris,20.233072622569836,20.3460955022191,µg/m3,21.804634828005618,PM10,STA-FR04004,2016.0
Paris,33.31824999627778,26.0519722185,µg/m3,29.48519552717877,PM10,STA-FR04012,2016.0
Paris,36.75244827182758,24.49676300225434,µg/m3,28.186366455962737,PM10,STA-FR04031,2016.0
Paris,19.964332243908796,20.419442619540984,µg/m3,21.44810457160131,PM10,STA-FR04034,2016.0
Paris,41.888777773916665,29.300504198011208,µg/m3,34.907211264478875,PM10,STA-FR04058,2016.0
Paris,17.64793785002825,19.328394362816905,µg/m3,20.486515577535414,PM10,STA-FR04099,2016.0
Paris,28.542094967932965,22.883495437659576,µg/m3,25.234761901064427,PM10,STA-FR04118,2016.0
Paris,30.584890106291212,23.461565930467035,µg/m3,26.802837462011023,PM10,STA-FR04123,2016.0
Paris,27.511675820302198,20.205567864127428,µg/m3,23.192651929972378,PM10,STA-FR04131,2016.0
Paris,20.78050745961194,19.96287748968661,µg/m3,21.279431814857954,PM10,STA-FR04143,2016.0
Paris,19.673050843728813,17.460535207943664,µg/m3,18.381982999348445,PM10,STA-FR04150,2016.0
Paris,18.43124645558074,18.851303112832863,µg/m3,20.442272723323864,PM10,STA-FR04156,2016.0
Paris,16.809030299454545,18.109202450920247,µg/m3,18.829212118484847,PM10,STA-FR04179,2016.0
Paris,18.475170451420453,20.412324926806726,µg/m3,23.144491522146897,PM10,STA-FR04319,2016.0
Paris,30.397396118337955,24.53404431775623,µg/m3,27.753805552083335,PM10,STA-FR04329,2016.0
Paris,16.519220052228416,19.037741043471076,µg/m3,21.590586588491618,PM10,STA-FR04002,2017.0
Paris,18.465527062393164,19.489971343581665,µg/m3,21.154085711114288,PM10,STA-FR04004,2017.0
Paris,29.82521007997199,23.359436616225356,µg/m3,27.21197182777465,PM10,STA-FR04012,2017.0
Paris,35.79133332926667,23.69553571053571,µg/m3,26.94374621966767,PM10,STA-FR04031,2017.0
Paris,17.88725761396122,18.67285318229917,µg/m3,20.43272980155989,PM10,STA-FR04034,2017.0
Paris,41.59121812628896,30.03172804184136,µg/m3,35.52458923107649,PM10,STA-FR04058,2017.0
Paris,16.691316523529412,18.788333329833332,µg/m3,20.737569829106143,PM10,STA-FR04099,2017.0
Paris,26.53964757259912,21.016818178227275,µg/m3,23.83969564865218,PM10,STA-FR04118,2017.0
Paris,30.250140841408452,24.05224718744382,µg/m3,27.17191548923944,PM10,STA-FR04123,2017.0
Paris,30.344632764915254,21.788732390704226,µg/m3,25.14378530723164,PM10,STA-FR04131,2017.0
Paris,18.979824558070177,18.326724134856324,µg/m3,20.186213869566476,PM10,STA-FR04143,2017.0
Paris,19.5656069332948,17.170028815273774,µg/m3,18.348559074755045,PM10,STA-FR04150,2017.0
Paris,16.41229049960894,17.182122902039108,µg/m3,19.135195527122903,PM10,STA-FR04156,2017.0
Paris,17.230320696793,16.846802322209303,µg/m3,18.632215740204085,PM10,STA-FR04179,2017.0
Paris,17.348467963454038,19.43257790025496,µg/m3,22.005555552678064,PM10,STA-FR04319,2017.0
Paris,27.087179483618232,23.030085956246417,µg/m3,26.854216520227922,PM10,STA-FR04329,2017.0
Paris,17.605309730914456,19.79253730970149,µg/m3,20.937681156,PM10,STA-FR04002,2018.0
Paris,19.414814811623934,19.485344824109198,µg/m3,20.626436778390804,PM10,STA-FR04004,2018.0
Paris,32.50545454151515,24.45352940829412,µg/m3,28.76374268625731,PM10,STA-FR04012,2018.0
Paris,36.82070312183594,23.193251530214724,µg/m3,27.378683381943574,PM10,STA-FR04031,2018.0
Paris,19.85749999652778,19.1729281730663,µg/m3,20.356906073425417,PM10,STA-FR04034,2018.0
Paris,40.12651933267956,28.658953164325073,µg/m3,33.44297520289256,PM10,STA-FR04058,2018.0
Paris,17.040111417047356,18.068698057506925,µg/m3,19.50941827933518,PM10,STA-FR04099,2018.0
Paris,30.184561399894736,22.420363632909094,µg/m3,26.078245611052633,PM10,STA-FR04118,2018.0
Paris,29.384033609691876,22.119607839747903,µg/m3,25.154213479494377,PM10,STA-FR04123,2018.0
Paris,30.819113569418285,21.79806093806094,µg/m3,25.11888888488889,PM10,STA-FR04131,2018.0
Paris,19.100286530401146,17.8039660017847,µg/m3,19.407022468792135,PM10,STA-FR04143,2018.0
Paris,21.823529407967914,19.028934006700506,µg/m3,20.122335021776653,PM10,STA-FR04150,2018.0
Paris,16.808262105470085,16.570588231960784,µg/m3,18.198314603735955,PM10,STA-FR04156,2018.0
Paris,18.292397657251463,17.146064136880465,µg/m3,18.369387751311955,PM10,STA-FR04179,2018.0
Paris,18.11342856842857,18.78789625020173,µg/m3,20.71461317704871,PM10,STA-FR04319,2018.0
Paris,27.247222218777782,22.638611107194443,µg/m3,26.4428969324234,PM10,STA-FR04329,2018.0
Paris,,,µg/m3,44.5,PM10,STA-FR04031,2019.0
Paris,,,µg/m3,7.09999999,PM10,STA-FR04034,2019.0
Paris,,,µg/m3,29.1,PM10,STA-FR04058,2019.0
Paris,,,µg/m3,8.59999999,PM10,STA-FR04123,2019.0
Paris,,,µg/m3,14.1,PM10,STA-FR04131,2019.0
Paris,,,µg/m3,10.4,PM10,STA-FR04156,2019.0
Paris,,,µg/m3,7.4,PM10,STA-FR04179,2019.0
Paris,,,µg/m3,7.5,PM10,STA-FR04329,2019.0
Paris,11.024662917865168,13.96115168213483,µg/m3,14.909411761064426,PM2.5,STA-FR04002,2016.0
Paris,11.418787875090908,13.328905322071003,µg/m3,13.537209299011629,PM2.5,STA-FR04034,2016.0
Paris,19.97870523099174,16.122443816853934,µg/m3,18.41268907221289,PM2.5,STA-FR04058,2016.0
Paris,13.116531788179193,13.467301132812501,µg/m3,14.500968657635328,PM2.5,STA-FR04143,2016.0
Paris,10.484957016361033,12.700740737350428,µg/m3,13.744571425228575,PM2.5,STA-FR04156,2016.0
Paris,16.719305552333335,16.040549446813188,µg/m3,17.33526170426997,PM2.5,STA-FR04329,2016.0
Paris,10.036305728821656,13.230434779347826,µg/m3,14.67823898984277,PM2.5,STA-FR04002,2017.0
Paris,9.802499996416667,12.001108030304708,µg/m3,13.008531852271469,PM2.5,STA-FR04034,2017.0
Paris,18.592156859915967,15.1282485840113,µg/m3,17.945926962443824,PM2.5,STA-FR04058,2017.0
Paris,12.226023388099415,13.557647055558824,µg/m3,14.97943952439528,PM2.5,STA-FR04143,2017.0
Paris,8.832773105546217,11.707499996833333,µg/m3,12.712829128515407,PM2.5,STA-FR04156,2017.0
Paris,13.97374301282123,14.44651810194986,µg/m3,16.18243697159664,PM2.5,STA-FR04329,2017.0
Paris,10.643695011348974,13.45739130084058,µg/m3,13.81632652690962,PM2.5,STA-FR04002,2018.0
Paris,11.46498599086835,13.744134075,µg/m3,14.229050276284916,PM2.5,STA-FR04034,2018.0
Paris,17.172576173961218,13.88587257296399,µg/m3,15.83232043928177,PM2.5,STA-FR04058,2018.0
Paris,12.839358597142859,13.91391303973913,µg/m3,14.790028486837608,PM2.5,STA-FR04143,2018.0
Paris,9.431267602225354,11.435854338403361,µg/m3,12.319047615322129,PM2.5,STA-FR04156,2018.0
Paris,14.832311974428968,14.253351952486035,µg/m3,16.095543172061284,PM2.5,STA-FR04329,2018.0
Paris,,,µg/m3,8.3,PM2.5,STA-FR04002,2019.0
Paris,,,µg/m3,12.3,PM2.5,STA-FR04034,2019.0
Paris,,,µg/m3,11.6,PM2.5,STA-FR04058,2019.0
Paris,,,µg/m3,12.0,PM2.5,STA-FR04143,2019.0
Paris,,,µg/m3,15.69999999,PM2.5,STA-FR04156,2019.0
Paris,,,µg/m3,6.09999999,PM2.5,STA-FR04329,2019.0
Paris,30.597067039106147,27.863286908077995,µg/m3,33.57122905027933,NO2,STA-FR04002,2016.0
Paris,39.89804469273743,30.720338983050848,µg/m3,39.02676056338028,NO2,STA-FR04004,2016.0
Paris,107.77602739726028,41.79791780778082,µg/m3,57.21909340659341,NO2,STA-FR04012,2016.0
Paris,36.72562674094708,28.071927374301676,µg/m3,34.73533519553072,NO2,STA-FR04014,2016.0
Paris,36.29052197802198,28.121397259753426,µg/m3,35.105082417582416,NO2,STA-FR04017,2016.0
Paris,35.80684931506849,29.055260273972603,µg/m3,35.807162534435264,NO2,STA-FR04018,2016.0
Paris,61.568820224719104,36.96652777738889,µg/m3,48.786908077994426,NO2,STA-FR04031,2016.0
Paris,30.633704735376046,25.07866295253482,µg/m3,30.6484593837535,NO2,STA-FR04034,2016.0
Paris,31.99490250696379,23.924345403509747,µg/m3,29.872206703910614,NO2,STA-FR04037,2016.0
Paris,95.26420329670329,54.040575341917815,µg/m3,67.45054945054945,NO2,STA-FR04058,2016.0
Paris,31.377762430939228,25.743093922651934,µg/m3,31.948060941828256,NO2,STA-FR04059,2016.0
Paris,40.085893854748605,24.587067038715084,µg/m3,32.91197183098591,NO2,STA-FR04060,2016.0
Paris,62.21646341463415,33.63808163261225,µg/m3,45.258857142857146,NO2,STA-FR04071,2016.0
Paris,27.846774193548388,23.24064516085044,µg/m3,29.163970588235294,NO2,STA-FR04100,2016.0
Paris,30.233606557377048,24.794077134490358,µg/m3,31.301043956016485,NO2,STA-FR04101,2016.0
Paris,,,µg/m3,45.5,NO2,STA-FR04105,2016.0
Paris,95.82803468208093,36.44549418604651,µg/m3,53.700581395348834,NO2,STA-FR04118,2016.0
Paris,65.66120218579235,36.63030136939726,µg/m3,46.26986301369863,NO2,STA-FR04123,2016.0
Paris,73.0453296703022,38.70820936589532,µg/m3,50.17403314917127,NO2,STA-FR04131,2016.0
Paris,53.14144444444444,33.72887323901409,µg/m3,41.396186440677965,NO2,STA-FR04135,2016.0
Paris,71.60773480662984,34.681372549019606,µg/m3,47.78781512605042,NO2,STA-FR04141,2016.0
Paris,38.08128415300546,28.895382513114757,µg/m3,36.61164383561644,NO2,STA-FR04143,2016.0
Paris,35.33653846153846,26.949175824175825,µg/m3,33.10674931129476,NO2,STA-FR04146,2016.0
Paris,36.296561604584525,20.899365994236312,µg/m3,26.712305475504323,NO2,STA-FR04150,2016.0
Paris,28.130928961748634,24.66825136603825,µg/m3,31.113698630136987,NO2,STA-FR04156,2016.0
Paris,25.72772277227723,19.386336633168316,µg/m3,25.127475247524753,NO2,STA-FR04179,2016.0
Paris,26.250696378830085,22.179442896740948,µg/m3,28.554469273743017,NO2,STA-FR04319,2016.0
Paris,72.08080110497238,45.9983425410221,µg/m3,56.27770083102493,NO2,STA-FR04329,2016.0
Paris,27.756358379508676,26.597391302115945,µg/m3,33.007391301768116,NO2,STA-FR04002,2017.0
Paris,37.42973760682216,31.448830406783625,µg/m3,40.171260994545456,NO2,STA-FR04004,2017.0
Paris,97.02751478991124,42.70588234994118,µg/m3,58.237463122713876,NO2,STA-FR04012,2017.0
Paris,35.17556817971592,28.628124997954547,µg/m3,35.6256410231339,NO2,STA-FR04014,2017.0
Paris,35.84914772494319,29.95511363400568,µg/m3,36.82193731951567,NO2,STA-FR04017,2017.0
Paris,36.147671230465754,29.90958903893151,µg/m3,37.94931318453297,NO2,STA-FR04018,2017.0
Paris,59.15272205862465,35.544285712028575,µg/m3,46.05244252528736,NO2,STA-FR04031,2017.0
Paris,29.273033706011244,24.07893258213483,µg/m3,30.643380280000002,NO2,STA-FR04034,2017.0
Paris,31.26444444252778,25.204748601396652,µg/m3,32.0691011216854,NO2,STA-FR04037,2017.0
Paris,92.58060941551246,55.141828251966764,µg/m3,68.65430555183335,NO2,STA-FR04058,2017.0
Paris,30.702339179385962,26.228279880670556,µg/m3,33.07155424985338,NO2,STA-FR04059,2017.0
Paris,38.78662952337048,24.809217875027933,µg/m3,33.100700277675074,NO2,STA-FR04060,2017.0
Paris,57.19626436304599,33.08530259144093,µg/m3,42.79724637350725,NO2,STA-FR04071,2017.0
Paris,30.302388057582096,25.272256095457323,µg/m3,29.977811548328265,NO2,STA-FR04100,2017.0
Paris,30.01972602534247,26.128099171460057,µg/m3,31.522513809723755,NO2,STA-FR04101,2017.0
Paris,91.54105571530792,38.61178160652299,µg/m3,54.71278735287357,NO2,STA-FR04118,2017.0
Paris,63.418836561163445,38.002499997111116,µg/m3,47.23384400832869,NO2,STA-FR04123,2017.0
Paris,74.87118155198849,39.73546511366279,µg/m3,52.05762462967742,NO2,STA-FR04131,2017.0
Paris,51.15761772445983,32.91166666419444,µg/m3,41.33286907777159,NO2,STA-FR04135,2017.0
Paris,69.65073745911506,34.68017751269231,µg/m3,48.823668635710064,NO2,STA-FR04141,2017.0
Paris,36.49364640604973,28.78642659063712,µg/m3,36.451666664527785,NO2,STA-FR04143,2017.0
Paris,33.06164383347945,27.305205477534248,µg/m3,34.35892856917582,NO2,STA-FR04146,2017.0
Paris,35.459944748480666,20.801095887945205,µg/m3,26.919642854917583,NO2,STA-FR04150,2017.0
Paris,27.675068491095892,25.709589038986305,µg/m3,32.22403845917583,NO2,STA-FR04156,2017.0
Paris,27.77300613346626,22.053516817461777,µg/m3,28.204601224601227,NO2,STA-FR04179,2017.0
Paris,26.99220055479109,22.66592178561453,µg/m3,29.23086591938548,NO2,STA-FR04319,2017.0
Paris,67.8732044169337,48.1235457030471,µg/m3,56.732409969002774,NO2,STA-FR04329,2017.0
Paris,27.082369143801657,25.876098898846152,µg/m3,31.446428568818686,NO2,STA-FR04002,2018.0
Paris,35.123546509360466,29.644705880441176,µg/m3,36.99677419085044,NO2,STA-FR04004,2018.0
Paris,85.52530120120484,39.51918604360465,µg/m3,53.58947368081872,NO2,STA-FR04012,2018.0
Paris,32.36907514263006,26.738728321560693,µg/m3,33.63843930395954,NO2,STA-FR04014,2018.0
Paris,32.967507000644254,27.66218487190476,µg/m3,33.09383753260505,NO2,STA-FR04017,2018.0
Paris,31.137499997611112,26.64407713297521,µg/m3,32.69090908848485,NO2,STA-FR04018,2018.0
Paris,51.95714285322129,32.83659217639665,µg/m3,41.603631281871515,NO2,STA-FR04031,2018.0
Paris,27.78935574058824,23.04357541692738,µg/m3,29.295821724846803,NO2,STA-FR04034,2018.0
Paris,28.6476190457423,24.661516851657304,µg/m3,30.385955054438206,NO2,STA-FR04037,2018.0
Paris,89.1475274692033,54.47917807926027,µg/m3,67.53049450214286,NO2,STA-FR04058,2018.0
Paris,27.630172412298855,24.9120689632184,µg/m3,31.036206894396553,NO2,STA-FR04059,2018.0
Paris,34.687811631689755,23.19638888675,µg/m3,29.824791084596104,NO2,STA-FR04060,2018.0
Paris,54.19824561011696,30.551470585970588,µg/m3,39.37272727,NO2,STA-FR04071,2018.0
Paris,26.583977898784532,21.779501382908585,µg/m3,27.30858725537396,NO2,STA-FR04100,2018.0
Paris,26.21349862063361,22.523076920989013,µg/m3,28.258563533812154,NO2,STA-FR04101,2018.0
Paris,87.9161473053541,36.45417867164265,µg/m3,51.23485713902857,NO2,STA-FR04118,2018.0
Paris,67.55633802419719,37.02072828862745,µg/m3,46.70308122907563,NO2,STA-FR04123,2018.0
Paris,64.66520547531508,32.9454794499726,µg/m3,43.31150684643836,NO2,STA-FR04131,2018.0
Paris,47.684890106153844,30.896418730578514,µg/m3,38.592837462837466,NO2,STA-FR04135,2018.0
Paris,72.07416666319445,33.37257617509695,µg/m3,46.146537392714684,NO2,STA-FR04141,2018.0
Paris,33.44972375483426,27.712121210247933,µg/m3,34.027900550000005,NO2,STA-FR04143,2018.0
Paris,35.978301883490566,27.99439252168224,µg/m3,34.18113207264151,NO2,STA-FR04146,2018.0
Paris,37.57044534117409,22.727642273902443,µg/m3,28.076923074574896,NO2,STA-FR04150,2018.0
Paris,25.270414199349116,24.622551926795254,µg/m3,32.14302670376854,NO2,STA-FR04156,2018.0
Paris,24.88421052488304,21.80321637239766,µg/m3,28.003801167485378,NO2,STA-FR04179,2018.0
Paris,25.346260385734077,22.17666666452778,µg/m3,27.40720221396122,NO2,STA-FR04319,2018.0
Paris,72.7874285686,47.988636359886364,µg/m3,58.68011363323864,NO2,STA-FR04329,2018.0
Madrid,22.183561643835617,16.76775956284153,µg/m3,19.97808219178082,PM10,STA_ES0118A,2016.0
Madrid,16.871345029239766,13.207100591715976,µg/m3,16.13274336283186,PM10,STA_ES0126A,2016.0
Madrid,17.7465564738292,14.57617728531856,µg/m3,15.92797783933518,PM10,STA_ES1193A,2016.0
